chr16	28610130
chr12	113392452
chr9	27357160
chr14	57142173
chr17	7921195
chr16	88809470
chr5	103107097
chr3	141746006
chr1	26993999
chr6	44132289
chr16	57150078
chr12	48829751
chr2	27649424
chr7	38722798
chr15	52755308
chr7	72947585
chr10	49843268
chr17	37550497
chr2	156542944
chr20	35002411
chr17	14301140
chr4	42613602
chr4	121031253
chr7	114922198
chr18	55276335
chr12	108908365
chr15	34806341
chr7	36864752
chr5	111495561
chr8	80042072
chr4	185522920
chr3	62474171
chr4	163524704
chr1	69766593
chr20	54476185
chr9	75126505
chr3	40219335
chr15	36888001
chr1	178816806
chr2	53765361
chr14	72659329
chr10	110497996
chr4	101094991
chr4	65698031
chr12	50203028
chr1	85616880
chr7	251417
chr20	34652018
chr19	885485
chr6	89256116
chr9	41984548
chr13	24883040
chr1	156732280
chrX	12378057
chr1	154548553
chr3	10150994
chr7	21897133
chr4	152320546
chr15	22566362
chr8	94430210
chr19	56298735
chr1	21678588
chr5	176905009
chr10	91178559
chr9	124410027
chr17	68447397
chr2	19952807
chr20	44306670
chr2	95807049
chr21	17789393
chr11	8465843
chr1	169319056
chr3	64007959
chr6	30708136
chr4	101101649
chr17	58205438
chr8	53966404
chr11	93170111
chr20	33377670
chr7	64535819
chr10	74126126
chr2	175072252
chr17	50118159
chr11	118543825
chr8	73525441
chr16	88700784
chr16	86949464
chr9	87964895
chr19	45548676
chr1	42430335
chr7	50611003
chr1	66945880
chr8	54065788
chr14	93735710
chr3	71298438
chr15	89830594
chr20	38982386
chr3	68731767
chr17	70509701
chr1	245088156
chr11	16756212
chr15	56637188
chr1	175394207
chr20	45843491
chr7	108346089
chr2	215942585
chrX	76654407
chr6	16574069
chr19	17557444
chr4	176330448
chr7	16420982
chr19	45640368
chr2	113740645
chr5	123054715
chr13	40868416
chr12	78430732
chr12	10891463
chr9	75009417
chr13	37008725
chr11	8109384
chr15	84622017
chr14	50975264
chr21	8823205
chr8	52682378
chr12	121776983
chr5	160401642
chr7	22941251
chr7	100149869
chr20	36574361
chr5	175528028
chr3	57197848
chr16	67541960
chr12	98602164
chr3	68727808
chr2	181571529
chr18	31629484
chr17	2418588
chr3	179582066
chr6	136666558
chr4	17631973
chr9	35074477
chr8	122873594
chr2	121498176
chr3	52694163
chr12	78423161
chr1	147155107
chr22	23752726
chr2	660565
