0	1
14	89795523
2	190967231
8	12721897
5	151268181
1	216561715
18	22969629
7	75533300
3	50347486
11	79145899
20	10401010
7	77310741
X	6141674
1	179026188
6	4123905
1	93887014
17	54956750
19	12145124
1	222581379
8	54755575
X	149478770
12	11060027
22	41598030
7	100320764
5	176526697
3	101782732
11	16823012
5	59191589
3	57197014
19	38842123
7	87694036
9	3327608
6	149725506
19	37791192
20	34612642
4	140865570
12	10933816
3	22016437
15	56902271
22	24572508
10	93057917
9	105721645
2	111767638
12	110038650
5	179732849
8	144880878
19	34576730
9	124403641
1	93120028
17	46982787
15	56103550
16	30658517
13	108207445
14	31446032
2	113605678
1	23397540
1	19355462
19	2429709
12	6770785
4	17881170
6	19837395
3	9363767
7	155575813
19	32677361
8	99870616
18	35267690
7	44826795
13	73812886
3	18408694
9	32700931
5	180809010
19	30228017
1	1352690
17	1918996
2	20248623
7	108471234
4	158892003
22	31438902
7	36852908
10	49014238
22	37027095
8	42853298
2	105267206
4	88745868
3	59749312
3	9779973
10	125836331
15	22494955
8	1781126
X	107825946
11	86319059
12	26122660
2	38579729
9	2796169
19	12131355
4	85828020
15	44733070
20	44302831
X	123909177
12	119685792
9	110873255
3	62474171
10	3777929
10	48236081
9	40087234
20	33646098
1	111636814
2	138575001
8	80974175
1	43650549
X	109392841
1	201942101
21	45280303
2	54050984
15	58880612
16	366927
11	3722128
20	60647385
2	112317350
1	167541016
1	108698017
9	81632497
4	55484209
7	105113615
3	49108047
2	113626478
22	20312181
3	126915945
7	19814346
11	87173167
19	39355150
2	72942037
5	33470140
4	48680331
18	13663354
14	24236683
12	78421951
4	98659022
15	52250261
21	44770431
4	56381552
22	38894743
1	111461553
12	98743975
1	1328463
9	101402012
12	123154237
10	97673398
8	2518847
1	33006707
12	49866883
X	21518528
1	224227346
14	67590271
6	24428047
3	33043772
2	166440680
19	37407717
1	149259609
9	40838978
17	58205439
3	183829386
2	190205531
1	86373794
6	33193583
11	118544509
8	10757966
7	77799083
11	72289533
7	2234196
2	24000681
3	101668907
12	39293226
5	150486023
8	63168814
3	56016441
15	50241951
3	9837798
3	44450120
4	105171927
8	100520767
6	98923859
5	131159283
3	150741115
19	2072694
X	134887628
6	161650143
15	65148244
19	32629868
5	161457464
14	104591956
20	37725048
9	39070196
17	27845604
15	65895301
21	26835739
5	65665633
7	124913815
2	236742386
22	39130784
1	72004369
19	43543297
11	118396567
4	127917806
2	197570798
20	1266812
10	11951080
3	64456875
19	40041758
2	135905880
18	15178610
4	17628192
12	50102124
21	41911407
5	178978201
6	89168534
1	51286312
15	73589329
2	152120385
18	54151603
8	12437710
6	70588950
6	136654463
7	74878017
6	99369403
12	43787802
7	22812972
X	154778685
1	212364481
15	42541778
3	37142113
9	132844676
17	63702829
14	90310539
4	176191114
14	24439757
9	37773469
6	18130244
10	117267120
6	136384509
11	124800637
9	92633548
19	896500
20	36592684
6	33212436
17	39531021
19	45517683
16	30578844
5	123054715
5	59032573
11	119015656
7	30161863
21	14964190
5	34908457
2	46313615
18	55251950
4	2938710
1	149088378
22_KI270734v1_random	150350
15	51722647
5	149832824
16	3306406
19	40031729
6	46271671
4	46079091
9	41057337
6	118824071
9	37581503
14	50143840
3	177087706
14	77113470
17	42038231
16	74305126
15	42231188
X	56990829
16	70730615
13	80340217
1	82212398
5	54151372
1	65790231
19	14408814
16	22428219
1	19215663
6	73593374
20	2139866
X	53192892
16	28883050
6	43506236
22_KI270734v1_random	136299
2	19910299
1	155945675
6	46549383
19	2729926
6	4115690
22	37692026
X	119588339
7	7943644
12	120461004
19	36359327
16	85707523
12	132821993
1	93332247
8	86047143
13	52424949
4	151670048
4	152885666
2	37252939
1	201983077
2	38561317
Un_GL000219v1	77556
10	114450453
5	149352374
17	43800801
11	126005332
12	39548993
5	76616782
12	130394814
4	87174296
9	3528722
12	22104501
7	102690712
17	82047364
12	50930293
3	40219335
1	100176253
10	44967100
6	130365722
1	18871426
13	40920155
8	17367893
22	17179302
6	41784525
2	186748391
8	488907
7	37906846
15	63674251
5	54105601
2	211946606
20	3933088
21	45072411
19	34278717
1	223950588
18	50392848
6	43991857
9	93047473
9	136953348
6	134169249
9	35660242
10	106573908
9	69709530
9	135906807
11	108188058
12	49002273
7	132884195
3	15058465
5	180315196
11	67463571
6	2832333
20	5937836
17	81388123
3	197128856
8	58583510
2	207608887
2	223597034
3	185643799
1	39215202
14_GL000194v1_random	112792
7	44833449
3	44719693
6	125274479
15	67777539
6	163617920
8	58031272
7	98846489
5	69028036
17	15433927
3	125276451
1	9928296
1	81690828
3	142564770
12	4487768
10	29420661
3	68731765
20	13771933
5	146113019
19	19893047
X	96763120
4	42408224
5	145756075
12	132192398
19	56508148
7	149764176
6	28141767
15	41298776
14	90974907
1	223951389
5	177609845
X	111328219
16	24919385
4	105680364
1	225982699
12	32790748
5	101631134
17	72123887
16	24474495
8	41530724
1	52423277
1	173459096
9	99223380
14	95118989
19	53853553
1	43383918
4	82422570
8	102359478
11	123359311
2	19894713
15	35251222
1	853478
X	16820804
7	32720201
14	95214368
18	72860755
20	63708979
15	51560987
3	118894468
3	155821046
8	10815122
3	146099583
4	101092442
12	110041049
8	101685094
19	3474393
9	40853324
10	25025937
19	57719752
8	143437655
10	47310701
X	21882651
6	109629127
16	4189376
16	84240511
3	183860834
17	60491441
16	24464095
19	53439933
17	39259965
22	19333743
14	52516001
1	220208735
10	62339055
1	45627279
X	84359203
7	1815792
9	32970207
4	1982718
6	87513741
17	79845287
2	32307605
3	146518556
2	113584136
12	20492827
5	92908493
4	129110342
11	31239800
3	67404990
1	15940412
5	147558667
4	82968056
10	11920021
12	85977592
11	6447297
19	9528143
3	45917902
13	94489377
X	23707641
15	90232848
15	35497653
12	91145533
14	60974731
22	18088670
16	69976280
16	30024421
11	47820571
6	135314962
2	159931772
12	130412858
1	6292700
13	20823584
8	106144362
15	79845049
5	148857037
9	34887786
10	109945558
X	140723660
14	102828596
2	6926000
6	165540659
21	46271086
6	89620770
10	102029170
10	30059026
2	120330913
17	80420817
16	87344653
8	17643788
4	72280970
16	18358073
X	9878887
17	55446920
X	19005696
7	44830945
14	81175455
2	169702472
7	49912424
3	134152908
9	128729790
13	25246223
1	192236296
11	115629706
22	18085189
10	68376726
7	66987672
1	212992183
15	52800167
3	101301108
15	42806832
22	28628883
22	37830852
6	32845204
16	71012865
16	69321988
12	56341600
8	63059811
17	67076923
17	1570668
11	89326289
7	100466514
11	89325143
11	83273274
2	70281017
10	54524007
19	56551048
3	33045258
2	65307180
5	34017861
4	139101087
9	131881824
15	60654828
7	24698352
15	87926699
14	102341104
10	43643856
14	85255237
2	159269189
2	171812818
8	60855682
5	21750969
5	88718242
18	77087608
7	139363259
10	5637381
15	35217370
21	33498518
4	72541845
22	21690095
3	149964903
12	68840863
3	168888117
8	41661059
10	114121398
16	58519228
3	114594286
2	202299769
11	49145014
13	40919026
2	85393587
12	54240989
1	151870871
20	35668048
1	54278340
2	61336163
2	56009926
2	37202364
1	204968969
6	89107152
7	50014482
17	3620869
17	78991713
4	53311383
X	48695822
1	74753332
17	43400334
18	24116202
5	38495878
4	83266376
6	47603832
1	193090318
13	49912696
11	117205065
18	31637408
19	6378384
9	136940602
18	23506183
2	229763836
22	40769626
4	150414508
15	22867055
17	75318078
6	53001300
12	64742001
8	103444258
1	52416850
1	149192256
6	26635181
2	223874494
11	88589225
4	24527467
6	485134
11	115199820
5	75674208
12	127701168
3	120687815
18	11883477
10	24667774
22	21697539
20	1657358
1	93523091
3	65452595
7	140051410
2	9992316
20	13480363
1	155881901
6	31858607
12	56638177
10	130142419
8	76977347
16	58666247
8	95246269
19	57997394
12	89464505
7	49899386
4	72333868
6	8413070
3	46917917
5	16460548
9	85650067
17	74362757
21	25608555
17	50362974
9	83667511
11	8011280
16	19081237
16	2209234
11	790469
16	30958476
12	64329385
19	51014266
10	92189726
15	41298682
4	1347503
3	49908870
5	134401677
4	48617364
11	111745070
4	121131420
12	132909148
4	176331077
4	3127736
2	177229196
5	6372413
14	21001073
4	99899411
22	50590837
8	86573862
12	122755325
21	14216431
7	150372081
8	34238633
1	70259000
4	101108752
12	116833859
3	85039144
19	21806466
2	138575083
17	5432625
18	50282345
12	109553743
19	36544396
10	122849080
6	128062230
2	69319782
19	38845648
17	79935629
6	50724564
2	53746500
2	166430352
14	81091058
12	78430732
5	180008009
19	1391829
2	38743608
16	2965891
X	15478067
22	31277580
17	51043495
6	70588880
7	27527943
6	43995726
8	33498690
12	121228628
2	179968586
7	111789090
15	84042506
6	79762713
7	152309335
17	2418588
5	65604655
22	29773583
14	52875671
1	198265929
14	74471679
12	33147
17	81189589
2	113466748
12	23758944
5	179846303
1	48625507
2	121375381
16	1363204
7	103182692
22	37830853
X	129912710
10	77082042
21	39342278
3	10409400
12	48334590
3	65782304
2	36980851
1	46188678
7	149867696
5	176346064
10	95311489
4	129070748
1	1253907
10	73724929
15	88525858
4	184780955
1	9926388
13	100527114
12	1910760
7	895480
2	135721296
9	3256152
1	183972718
10	49818277
11	129899712
1	100260803
16	14597888
X	150766334
3	21559875
14	60974478
1	162500774
19	37151038
17	75941513
19	43591932
5	179976708
11	19598345
17	82391587
19	21649708
6	32948614
16	75541025
11	32603920
12	63558912
3	32686986
17	622739
10	130142694
1	9500122
14	45115149
14	68154663
16	48352391
12	76351809
4	764489
17	55719630
1	149099302
3	51644795
7	129486393
17	5487339
17	519861
22	40590409
1	9582970
5	126869605
4	61754605
8	129839588
17	2418507
11	73639369
X	84317879
10	118692164
17	47823439
7	38501210
3	15408581
17	8172435
7	108356091
3	132680610
11	57325981
4	56971907
15	85760308
3	119209200
2	27100593
22	23752726
2	29066023
9	132908629
2	53853163
7	151408474
14	85258586
2	159478408
1	109546271
8	52682378
1	94207868
5	150690793
18	32672292
11	108670009
7	83955778
9	123121650
3	105848470
15	71050701
4	99896252
X	149931263
10	103886413
1	85181444
18	8707630
7	30651441
3	126437347
3	149185164
7	16782651
14	62982806
7	100466521
5	1626104
7	99395986
5	103548811
20	3751225
1	100172859
22	44881164
14	35538354
9	108964881
7	14334600
2	218273498
2	87044929
19	16633798
1	178006141
13	113584730
9	70739610
X	131284163
8	143574782
1	156742108
4	4418654
6	129841871
1	53921563
16	58281946
17	56938195
3	8992291
3	43554212
11	67488496
19	21724042
1	159926942
8	548966
12	6965353
10	89582976
10	122964712
11	49343160
4	17800657
2	24238934
1	46188672
2	238451017
5	118848140
12	107002397
1	216173952
20	46499652
8	65723224
7	49831774
21	28868997
9	101399466
X	25875817
17	46309504
X	46476806
2	68515736
15	77250451
5	60781324
10	5516731
5	36120080
8	12183206
11	49420812
12	132983217
2	190365202
7	7183395
5	126831989
1	198290358
6	28903003
19	16531982
12	54240493
10	100233047
22	22414672
11	134346525
2	19977012
3	15560745
12	53708496
22	22401996
7	17871024
2	201759438
5	149228773
6	57910689
10	116333862
2	8746490
X	68210011
2	197568227
6	44252514
7	10933457
4	123315224
10	95663415
X	155491574
1	204218834
17	48050652
18	59338189
4	119500557
20	4634710
12	48346978
1	230943249
7	73736096
12	39583530
6	152227381
19	55673962
7	99574493
17	4546928
12	100084683
17	2418968
10	125791528
13	94505513
9	32700900
10	31928822
Un_GL000219v1	55304
2	3497855
2	97655948
7	103336577
9	41180192
4	122728527
17	45147970
12	128323903
6	43506074
14	63418863
10	116904455
7	129830736
3	15667242
4	107679697
17	76000695
17	38324572
15	89830601
1_KI270713v1_random	6508
5	113575545
3	114798056
17	48842184
7	100149869
3	42621422
1	2371108
8	102357489
3	196353861
15	23304530
7	67103750
17	19863517
16	19742282
2	143944934
5	58969042
4	15967710
14	81181563
7	44565411
2	127314199
14	21462397
10	76540254
2	171923920
7	35107891
12	6824105
5	14746322
17	19904305
11	8133993
19	56578278
16	55479275
11	34631628
21	37713644
1	120233347
3	48750316
9	81582337
22	18088657
7	45723781
1	8325349
X	38779503
6	108041418
6	118813467
1	7696215
9	95442978
12	32725244
18	34018075
2	70825201
15	88510785
12	39755023
Un_GL000218v1	84867
7	135681289
4	185407069
12	108782694
19	9525880
8	28809490
11	83976818
3	53816864
1	2370352
1	149185366
16	84270217
2	24313101
2	61186863
X	49139607
2	56036867
15	84597701
2	26949325
10	86925765
1	40385106
6	83165478
20	63736186
6	46156484
1	2508531
5	177483393
13	72757270
19	56374301
1	85249956
1	172554495
15	65442464
11	85517626
18	35486004
2	96184866
17	29266920
17	27572405
7	11591173
22	49859182
19	49662145
12	50930295
20	45888572
17	209427
12	75572017
9	28620249
19	52385169
18	79246121
7	102565991
7	139626120
1	28055485
10	135203
22	41433498
9	128196589
3	131667227
10	18264162
3	84959603
20	47209222
2	18561057
12	57768473
7	135163348
3	75739565
17	47823451
7	3283593
5	45457636
6	121236060
17	37489953
5	140332841
7	19813398
17	143350
11	44932349
11	58526872
1	24355830
16	50316083
7	108562229
14	79817096
15	28925327
14	87932504
1	203650297
4	98878873
12	68766365
14	64447474
7	17344810
13	19822059
8	144423598
3	122761632
9	19514490
10	97614552
5	81413029
1	114089293
17	39564864
7	129764685
9	120388870
3	40184385
10	32267505
15	52561960
6	13786556
3	139684796
1	56706308
12	132865678
13	40752922
3	69219633
16	2253115
22	41600173
1	230902942
20	3145463
X	110676078
1	77876281
1	1081817
4	4449065
1	116514535
10	133129644
8	67045451
1	229323053
8	56218987
1	100175217
5	157139078
10	18277016
1	151699763
7	158433732
13	51361579
2	210431244
8	37764006
10	46007610
17	3621671
17	8237058
1	36419994
9	43599
10	73070163
3	197546118
4	101094991
11	107790460
3	4308852
1	61792557
2	71181692
7	48103971
11	70795424
17	75114351
10	77816029
12	48653403
5	145759295
19	19789463
20	33348583
8	98637074
12	101726497
3	122749994
16	28097971
22	50767479
21	28574879
17	7921860
7	112784725
6	73593372
15	67197997
1	209785621
3	51394343
12	110434895
4	121857137
17	75757925
1	43451152
1	23845084
2	88021449
6	61603907
15	45274382
15	23309245
11	118361028
1	74342286
7	93912504
12	116849558
17	81679366
11	71432396
8	143620481
4	109429960
3	184276291
11	47617746
2	61824850
12	100072104
5	179837267
1	67004316
12	15664871
22	28793630
4	82351302
1	228100729
11	49423865
22	11844441
13	41319552
17	42661227
2	232479819
18	31829941
16	71140323
14	95220195
7	92002285
9	136992704
13	21674993
9	128061234
16	84120891
4	112588182
5	710772
19	16523604
7	112287116
12	8854913
11	120111283
12	101744835
20	31376403
6	89256049
20	1271397
1	178849713
5	172380241
6	118632265
16	1397735
7	25134675
X	71780531
12	38735673
2	39474840
1	10456525
15	77285758
12	54230937
11	117202590
8	144098862
2	112641823
4	80035178
8	18758432
11	61719005
3	11814953
4	88726347
11	117804163
5	21837485
2	131047875
18	8779110
22	28627452
1	202724505
X	48973627
2	171923117
9	98080523
3	25173127
4	17803383
1	19373706
13	94574079
5	41916447
18	381116
19	11505917
15	65150410
6	61678467
8	3278369
19	52612027
6	27410266
17	37489634
1	57143852
3	125996345
6	52989872
6	26634384
2	201620182
12	49988833
8	97776525
X	154348527
3_GL000221v1_random	7871
5	175528171
1	36388814
8	102220824
4	185405275
19	47205129
1	20071635
3	170038809
21	15012473
10	5443874
19	7962275
2	74882302
10	109864471
19	45071498
4	103017077
4	9034506
9	111896525
9	124878272
2	70149877
16	75228183
1	102976316
22	41600176
11	77321548
2	165747804
5	137936637
18	49782168
16	31114860
8	17337566
11	93151223
3	54837132
13	101175271
19	51858458
1	100872389
11	74931343
20	38982386
6	17645483
1	37861927
2	177626916
4	181634068
12	122865335
14	99625107
5	140549095
12	121847210
19	49118087
1	230949978
2	152116803
8	102343960
X	124886750
5	150930457
6	39104362
22	21927970
9	36217060
15	28278154
3	189993761
22	19435909
